source,id,pmid,doi,title,abstract,year,journal,authors,url,query_used,queue,mentions_franz_in_abstract,likely_study_type,likely_has_measurable_endpoint,likely_has_formulation_info,likely_barrier_category,what_to_check_in_fulltext,rationale,confidence
MED,34832210,34832210.0,10.3390/ma14226808,Assessment of the Effect of Structural Modification of Ibuprofen on the Penetration of Ibuprofen from Pentravan<sup>®</sup> (Semisolid) Formulation Using Human Skin and a Transdermal Diffusion Test Model.,"The effect of transdermal vehicle (Pentravan<sup>®</sup>) on skin permeability was examined for unmodified ibuprofen (IBU) and ion pairs of ibuprofen with new L-valine alkyl esters [ValOR][IBU]. The percutaneous permeation across the human skin and transdermal diffusion test model (Strat-M<sup>®</sup> membranes) of ibuprofen and its structural modification were measured and compared using Franz diffusion cells. For comparison, the penetration of ibuprofen from a commercial product was also investigated. The cumulative amount of drug permeated through human skin at the end of the 24 h study was highest for ibuprofen derivatives containing propyl (C3), isopropyl (C3), ethyl (C2), and butyl (C4) esters. For Strat-M<sup>®</sup>, the best results were obtained with the alkyl chain length of the ester from C2 to C5. The permeation profiles and parameters were appointed, such as steady-state flux, lag time, and permeability coefficient. It has been shown that L-valine alkyl ester ibuprofenates, with the propyl, butyl, and amyl chain, exhibit a higher permeation rate than ibuprofen. The diffusion parameters of analyzed drugs through human skin and Strat-M<sup>®</sup> were similar and with good correlation. The resulting Pentravan-based creams with ibuprofen in the form of an ionic pair represent a potential alternative to other forms of the drug-containing analgesics administered transdermally. Furthermore, the Strat-M<sup>®</sup> membranes can be used to assess the permeation of transdermal preparations containing anti-inflammatory drugs.",2021,,"Ossowicz-Rupniewska P, Nowak A, Klebeko J, Janus E, Duchnik W, Adamiak-Giera U, Kucharski Ł, Prowans P, Petriczko J, Czapla N, Bargiel P, Markowska M, Klimowicz A.",https://www.mdpi.com/1996-1944/14/22/6808/pdf?version=1636632112,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,yes,IVPT,yes,yes,skin,"['Detailed permeation results', 'Formulation specifics of Pentravan®', 'Comparative data on ibuprofen derivatives', 'Steady-state flux and permeability coefficients']","The study directly examines ibuprofen's permeation through skin using Franz diffusion cells and provides measurable outcomes. It also discusses specific formulations, which are essential for understanding permeation behavior.",0.95
MED,34885421,34885421.0,10.3390/ma14237266,Poloxamer 407-Based Thermosensitive Emulgel as a Novel Formulation Providing a Controlled Release of Oil-Soluble Pharmaceuticals-Ibuprofen Case Study.,"This article covers the design and evaluation of a novel drug vehicle: a thermosensitive, injectable, high-oil-content (50% <i>w</i>/<i>w</i>) emulgel providing a controlled release of lipophilic pharmaceuticals. Different vegetable (castor, canola, olive, peanut, grapeseed, linseed), mineral (paraffin) and semisynthetic (isopropyl myristate, oleic acid) oils were screened for ibuprofen (IBU) solubility and for their capacity for high-shear emulsification in a 17% (<i>w</i>/<i>w</i>) aqueous solution of poloxamer 407. Chosen emulgels were subject to a rheological evaluation, a syringeability test (TA.XT texture analyser; 2 mL syringe; 18 G, 20 G and 22 G needles) and a drug release study (48 h; cellulose membrane; 0.05 mol/L phosphate buffer at pH 7.4). Castor oil turned out to be an optimal component for IBU incorporation. Blank and drug-loaded castor oil emulgels were susceptible to administration via a syringe and needle, with the absolute injection force not exceeding 3 kg (29.4 N). The drug release test revealed dose-dependent, quasi-linear kinetics, with up to 44 h of controlled, steady, linear release. The results indicate the significant potential of high-oil-content, oil-in-water thermosensitive emulgel formulations as vehicles for the controlled release of lipophilic APIs.",2021,,"Grela KP, Marciniak DM, Karolewicz B.",https://www.mdpi.com/1996-1944/14/23/7266/pdf?version=1638264510,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,no,IVRT,yes,yes,skin,"['details on the diffusion setup', 'data on ibuprofen release rates', 'specifics on formulations used', 'complete methodology for syringeability tests']","The study focuses on an emulgel formulation for ibuprofen with a controlled release mechanism, fitting the criteria for permeability studies. It involves release studies indicative of measurable endpoints.",0.9
MED,39859737,39859737.0,10.3390/ma18020266,Stability and Rheological Properties of the Novel Silica-Based Organogel-A Drug Carrier with High Solubilization Potential.,"Dissolution of a poorly soluble active pharmacological substance in a drug carrier usually requires advanced techniques and production equipment. The use of novel carriers such as microemulsions, vesicles, or nanocarriers might entail various limitations concerning production cost, formulation stability, or active substance capacity. In this paper, we present a novel fumed silica-based organogel as a low-cost, simple preparation drug or cosmetic carrier with interesting rheological properties and high solubilization capacity. The objective of the study was to characterize the utility aspects of the new dermatological base with special emphasis on stability, rheology, and release studies. Various formulations of a silica organogel base with poorly soluble active pharmacological substances such as propolis or ibuprofen were prepared and tested. The studies of thermal stress, enforced syneresis, and long-term stability were performed along with analyses of rheological profiles of alkali-dependent sol-gel transformation and organogel release. The new drug vehicle shows high thermodynamic stability, thixotropic rheology and first-order release profile. Such properties are promising for commercial utility as a dermatologically applied base for poorly soluble substances.",2025,,"Suwiński G, Nowak I.",https://www.mdpi.com/1996-1944/18/2/266/pdf?version=1736421780,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,no,both,yes,yes,uncertain,"['Details on ibuprofen formulation', 'Release kinetics for ibuprofen', 'Comparison with established methods', 'Effects of rheological properties on release']","The study focuses on a novel drug carrier with ibuprofen as a test substance, addressing permeability and release aspects relevant to the dataset.",0.9
MED,36005677,36005677.0,10.3390/membranes12080762,In Situ Generation of Fouling Resistant Ag/Pd Modified PES Membranes for Treatment of Pharmaceutical Wastewater.,"In this study, Ag and Pd bimetallic nanoparticles were generated in situ in polyethersulfone (PES) dope solutions, and membranes were fabricated through a phase inversion method. The membranes were characterized for various physical and chemical properties using techniques such as FTIR, SEM, AFM, TEM, EDS, and contact angle measurements. The membranes were then evaluated for their efficiency in rejecting EOCs and resistance to protein fouling. TEM micrographs showed uniform distribution of Ag/Pd nanoparticles within the PES matrix, while SEM images showed uniform, fingerlike structures that were not affected by the presence of embedded nanoparticles. The presence of Ag/Pd nanoparticles resulted in rougher membranes. There was an increase in membrane hydrophilicity with increasing nanoparticles loading, which resulted in improved pure water permeability (37−135 Lm2h−1bar−1). The membranes exhibited poor salt rejection (<15%), making them less susceptible to flux decline due to concentration polarization. With a mean pore radius of 2.39−4.70 nm, the membranes effectively removed carbamazepine, caffeine, sulfamethoxazole, ibuprofen, and naproxen (up to 40%), with size exclusion being the major removal mechanism. Modifying the membranes with Ag/Pd nanoparticles improved their antifouling properties, making them a promising innovation for the treatment of pharmaceutical wastewater.",2022,,"Patala R, Mahlangu OT, Nyoni H, Mamba BB, Kuvarega AT.",https://doi.org/10.3390/membranes12080762,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,no,IVRT,yes,yes,synthetic_membrane,"['Detailed methodology for ibuprofen removal', 'Specific results related to ibuprofen permeability', 'Comparative analysis with other membranes']","The study involves ibuprofen removal using modified PES membranes, providing relevant data for the dataset. It specifies a measurable endpoint and formulation details.",0.9
MED,32486123,32486123.0,10.3390/mi11060554,Novel Design Approaches in the Fabrication of Polymeric Microarray Patches via Micromoulding.,"The focus on novel systems for transdermal delivery of therapeutic agents has increased considerably over recent years, as this administration route comes with many advantages. Polymeric microarray patches (MAPs) are minimally invasive devices that enable systemic delivery of a wide range of drugs by overcoming the outer skin barrier. Conventionally, MAPs fabricated by micromoulding have a low needle density. In this study, the performance of hydrogel-forming MAPs cast using novel industrially manufactured micromoulds with a high needle density (600 needles/0.75 cm<sup>2</sup>) was compared to that of MAPs obtained using conventional moulds with a lower density (196 needles/0.89 cm<sup>2</sup>). Surrounding holders for micromoulds were designed for time-efficient fabrication of MAPs. The influence of needle densities on mechanical strength, insertion efficiency and in vitro permeation of ibuprofen sodium (IBU) was analysed. Insertion of both MAPs into an artificial skin model and neonatal porcine skin was comparable. No significant difference was observed in permeation studies of IBU (<i>p</i> > 0.05), with a delivery of 8.7 ± 1.7 mg for low-density and 9.5 ± 0.1 mg for high-density MAPs within 24 h. This highlights the potential of these novel micromoulds for manufacturing polymeric MAPs with a higher needle density for future applications.",2020,,"Ramöller IK, McAlister E, Bogan A, Cordeiro AS, Donnelly RF.",https://doi.org/10.3390/mi11060554,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,no,IVRT,yes,yes,skin,"['Details on ibuprofen formulation', 'Methodology of in vitro permeation study', 'Comparative performance metrics of MAPs']","The abstract discusses the in vitro permeation of ibuprofen using novel polymeric patches, which is relevant for the dataset. It clearly indicates measurable endpoints and formulation details related to ibuprofen.",0.9
MED,26457698,26457698.0,10.3390/molecules201018219,Potential of Essential Oils as Penetration Enhancers for Transdermal Administration of Ibuprofen to Treat Dysmenorrhoea.,"The present study was conducted to evaluate and compare five essential oils (EOs) as penetration enhancers (PEs) to improve the transdermal drug delivery (TDD) of ibuprofen to treat dysmenorrhoea. The EOs were prepared using the steam distillation method and their chemical compositions were identified by GC-MS. The corresponding cytotoxicities were evaluated in epidermal keartinocyte HaCaT cell lines by an MTT assay. Furthermore, the percutaneous permeation studies were carried out to compare the permeation enhancement effect of EOs. Then the therapeutic efficacy of ibuprofen with EOs was evaluated using dysmenorrheal model mice. The data supports a decreasing trend of skin cell viability in which Clove oil >Angelica oil > Chuanxiong oil > Cyperus oil > Cinnamon oil >> Azone. Chuanxiong oil and Angelica oil had been proved to possess a significant permeation enhancement for TDD of ibuprofen. More importantly, the pain inhibitory intensity of ibuprofen hydrogel was demonstrated to be greater with Chuanxiong oil when compared to ibuprofen without EOs (p < 0.05). The contents of calcium ion and nitric oxide (NO) were also significantly changed after the addition of Chuanxiong oil (p < 0.05). In summary, we suggest that Chuanxiong oil should be viewed as the best PE for TDD of ibuprofen to treat dysmenorrhea.",2015,,"Chen J, Jiang QD, Wu YM, Liu P, Yao JH, Lu Q, Zhang H, Duan JA.",https://www.mdpi.com/1420-3049/20/10/18219/pdf?version=1444202244,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,no,IVPT,yes,yes,skin,"['Details on the in vitro permeation methods used', 'Specific measurements and results of ibuprofen permeation', 'Formulation details for the hydrogel', 'Chemical compositions of the essential oils', 'Cytotoxicity data in more detail']","The study evaluates the use of essential oils as penetration enhancers for ibuprofen in transdermal delivery, which is relevant to the dataset's focus on in vitro permeation studies. It contains measurable endpoints about permeation efficacy and formulation information.",0.9
MED,33808785,33808785.0,10.3390/molecules26061723,The Impacts of Crystalline Structure and Different Surface Functional Groups on Drug Release and the Osseointegration Process of Nanostructured TiO<sub>2</sub>.,"In implantable materials, surface topography and chemistry are the most important in the effective osseointegration and interaction with drug molecules. Therefore, structural and surface modifications of nanostructured titanium dioxide (TiO<sub>2</sub>) layers are reported in the present work. In particular, the modification of annealed TiO<sub>2</sub> samples with -OH groups and silane derivatives, confirmed by X-ray photoelectron spectroscopy, is shown. Moreover, the ibuprofen release process was studied regarding the desorption-desorption-diffusion (DDD) kinetic model. The results proved that the most significant impact on the release profile is annealing, and further surface modifications did not change its kinetics. Additionally, the cell adhesion and proliferation were examined based on the MTS test and immunofluorescent staining. The obtained data showed that the proposed changes in the surface chemistry enhance the samples' hydrophilicity. Moreover, improvements in the adhesion and proliferation of the MG-63 cells were observed.",2021,,"Pawlik A, Jarosz M, Socha RP, Sulka GD.",https://www.mdpi.com/1420-3049/26/6/1723/pdf?version=1616209130,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,no,uncertain,yes,no,uncertain,"['Details on ibuprofen formulation', 'Specific methodology for drug release testing', 'Quantitative data on release kinetics', 'Comparison with conventional release models']","The study includes ibuprofen release analysis, indicating relevance to drug permeation. Essential data on release profiles suggests potential for further investigation into permeation characteristics.",0.8
MED,34885770,34885770.0,10.3390/molecules26237188,<i>Epilobium angustifolium</i> L. Essential Oil-Biological Activity and Enhancement of the Skin Penetration of Drugs-In Vitro Study.,"<i>Epilobium angustifolium</i> L. is a popular medicinal plant found in many regions of the world. This plant contains small amounts of essential oil whose composition and properties have not been extensively investigated. There are few reports in the literature on the antioxidant and antifungal properties of this essential oil and the possibility of applying it as a potential promoter of the skin penetration of drugs. The essential oil was obtained by distillation using a Clavenger type apparatus. The chemical composition was analyzed by the GC-MS method. The major active compounds of <i>E. angustifolium</i> L. essential oil (EOEa) were terpenes, including α-caryophyllene oxide, eucalyptol, β-linalool, camphor, (S)-carvone, and β-caryophyllene. The analyzed essential oil was also characterized by antioxidant activity amounting to 78% RSA (Radical Scavenging Activity). Antifungal activity against the strains <i>Aspergillus niger</i>, <i>A. ochraceus</i>, <i>A. parasiticum</i>, and <i>Penicillium cyclopium</i> was also determined. The largest inhibition zone was observed for strains from the <i>Aspergillus</i> group. The EOEa enhanced the percutaneous penetration of ibuprofen and lidocaine. After a 24 h test, the content of terpene in the skin and the acceptor fluid was examined. It has been shown that the main compounds contained in the essential oil do not penetrate through the skin, but accumulate in it. Additionally, FTIR-ATR analysis showed a disturbance of the <i>stratum corneum</i> (SC) lipids caused by the essential oil application. Due to its rich composition and high biological activity, EOEa may be a potential candidate to be applied, for example, in the pharmaceutical or cosmetic industries. Moreover, due to the reaction of the essential oil components with SC lipids, the EOEa could be an effective permeation enhancer of topically applied hydrophilic and lipophilic drugs.",2021,,"Nowak A, Duchnik W, Makuch E, Kucharski Ł, Ossowicz-Rupniewska P, Cybulska K, Sulikowski T, Moritz M, Klimowicz A.",https://www.mdpi.com/1420-3049/26/23/7188/pdf?version=1638233900,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,no,IVRT,yes,no,skin,"['Details on ibuprofen permeation', 'Experimental setup using Franz diffusion cells', 'Quantitative results on permeation rates', 'Formulation specifics of the essential oil']","The study investigates the enhancement of drug penetration through skin using an essential oil, specifically examining ibuprofen among other drugs. The focus on skin penetration directly relates to in vitro permeation studies.",0.9
MED,37687028,37687028.0,10.3390/molecules28176198,HPLC Analysis and In Vitro and In Silico Evaluation of the Biological Activity of Polyphenolic Components Separated with Solvents of Various Polarities from <i>Helichrysum italicum</i>.,"<i>Helichrysum italicum</i> has piqued the interest of many researchers in recent years, mostly for its essential oil, but increasingly for its polyphenolic content as well. In the current study, we examine the polyphenolic composition of <i>H. italicum</i> grown in Bulgaria. The polyphenolic complex was fractionated with solvents of various polarities, including hexane, chloroform, ethyl acetate, and butanol, in order to assess the biological impact of the components. HPLC-PDA and UHPLC-MS/MS were used to examine all fractions. The green coffee fingerprint profile was employed as a ""surrogate standard"" in the polyphenolic components detection approach. From the UHPLC-MS/MS analysis, we identified 60 components of the polyphenolic complex such as quercetin 3-<i>O</i>-glucuronide, quercetin acetyl-glycoside, isorhamnetin acetyl-glycoside, isorhamnetin caffeoyl-glycoside, quercetin caffeoyl-malonyl-glycoside, isorhamnetin coumaroyl-glycoside, coumaroyl-caffeoylquinic acid, and diCQA-acetyl-derivative were first reported in the composition of <i>H. italicum</i>. The biological activity of the fractions was evaluated <i>in vitro</i> and <i>in silico</i>, which included the fight against oxidative stress (hydrogen peroxide scavenging activity (HPSA), hydroxyl radical scavenging activity (HRSA), metal-chelating activity (MChA)) and nitrosative (nitric oxide scavenging activity) (NOSA)), <i>in vitro</i> anti-inflammatory, and anti-arthritic activity. Results are presented as IC<sub>50</sub> ± SD μg/mL. The analysis showed that the EtOAc fraction was characterized by highest HPSA (57.12 ± 1.14 μg/mL), HRSA (92.23 ± 1.10 μg/mL), MChA (5.60 ± 0.17 μg/mL), and NOSA (89.81 ± 2.09 μg/mL), while the hexane and chloroform fractions showed significantly higher <i>in vitro</i> anti-inflammatory activity (30.48 ± 2.33 μg/mL, 62.50 ± 1.69 μg/mL) compared to the standard ibuprofen. All three fractions showed potential anti-arthritic activity (102.93 ± 8.62 μg/mL, 108.92 ± 4.42 μg/mL, 84.19 ± 3.89 μg/mL).",2023,,"Bojilov D, Manolov S, Ahmed S, Dagnon S, Ivanov I, Marc G, Oniga S, Oniga O, Nedialkov P, Mollova S.",https://doi.org/10.3390/molecules28176198,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",later,no,uncertain,yes,no,uncertain,"['Details on ibuprofen comparison', 'Methodology for in vitro experiments', 'Specific endpoints measured']","The study highlights in vitro anti-inflammatory activity relative to ibuprofen, but does not focus specifically on diffusion or permeation, making it less relevant for the dataset.",0.5
MED,38005244,38005244.0,10.3390/molecules28227523,Exploring Alkyl Ester Salts of L-Amino Acid Derivatives of Ibuprofen: Physicochemical Characterization and Transdermal Potential.,"This research presents novel ibuprofen derivatives in the form of alkyl ester salts of L-amino acids with potential analgesic, anti-inflammatory, and antipyretic properties for potential use in transdermal therapeutic systems. New derivatives of (<i>RS</i>)-2-[4-(2-methylpropyl)phenyl]propionic acid were synthesized using hydrochlorides of alkyl esters (ethyl, propyl, isopropyl, butyl, <i>sec</i>-butyl, <i>tert</i>-butyl, and pentyl) of L-glutamine. These were further transformed into alkyl esters of L-amino acid ibuprofenates through neutralization and protonation reactions. Characterization involved spectroscopic methods, including nuclear magnetic resonance and Fourier-transform infrared spectroscopy. Various physicochemical properties were investigated, such as UV-Vis spectroscopy, polarimetric analysis, thermogravimetric analysis, differential scanning calorimetry, X-ray diffraction, water solubility, octanol/water partition coefficient, and permeability through pig skin using Franz diffusion cells. The research confirmed the ionic structure of the obtained hydrochlorides of alkyl esters of L-amino acids and ibuprofenates of alkyl esters of L-glutamic acid. It revealed significant correlations between ester chain length and thermal stability, crystallinity, phase transition temperatures, lipophilicity, water solubility, skin permeability, and skin accumulation of these compounds. Compared to the parent ibuprofen, the synthesized derivatives exhibited higher water solubility, lower lipophilicity, and enhanced skin permeability. This study introduces promising ibuprofen derivatives with improved physicochemical properties, highlighting their potential for transdermal therapeutic applications. The findings shed light on the structure-activity relationships of these derivatives, offering insights into their enhanced solubility and skin permeation, which could lead to more effective topical treatments for pain and inflammation.",2023,,"Witkowski K, Nowak A, Duchnik W, Kucharski Ł, Struk Ł, Ossowicz-Rupniewska P.",https://www.mdpi.com/1420-3049/28/22/7523/pdf?version=1699609378,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,yes,IVPT,yes,yes,skin,"['Details on experimental setup', 'Results of skin permeability measurements', 'Formulation specifics of ibuprofen derivatives', 'Correlations between ester chain length and permeability']","The study focuses on ibuprofen derivatives tested for skin permeability using Franz diffusion cells, indicating immediate relevance for permeation analysis.",0.9
MED,39942656,39942656.0,10.3390/molecules30030552,The Role of the Functionalization of Biomedical Fabrics on Their Ability to Adsorb and Release Drugs.,"Biomedical cotton gauzes (<b>C0</b>), after a first functionalization with glycidyl methacrylate (GMA) by a Fenton's reaction (material <b>C1</b>), can be further modified in order to make them suitable for the adsorption and next release of drugs. Indeed, either after opening the epoxide ring through the addition of water (material <b>C2</b>) or after the introduction of amino groups through reaction with diamines (1,2-diaminoethane (material <b>C3</b>), 1,6-diaminohexane (material <b>C4</b>) and 1,12-diaminododecane (material <b>C5</b>)), the new gauzes can be uploaded with drugs. Both ibuprofen (IB), a non-steroidal anti-inflammatory, and amoxicillin (AM), a wide-spectrum β-lactam antibiotic, are efficiently adsorbed from their aqueous solutions at 20 °C onto <b>C2</b>-<b>C5</b> (up to ≈0.8 mmol g<sup>-1</sup> for IB and up to 0.4 mmol g<sup>-1</sup> for AM) but not onto <b>C0</b> and <b>C1</b>. The release of both IB and AM is affected by the ionic strength of the medium in which the release takes place. Indeed, kinetic experiments conducted with a physiological solution (NaCl (aq, 0.9% <i>w</i>/<i>v</i>) showed good release efficiencies while only modest or negligible release was observed if deionised water was the release medium. Moreover, the kind of functionalization plays an important role during both the adsorption and the release. The gauzes <b>C3</b>-<b>C5</b> can be uploaded with a higher amount of drug relative to <b>C2</b>. Conversely, the drug is released quickly and in a higher amount from <b>C2</b> relative to the gauzes containing the amino groups.",2025,,Melone L.,https://doi.org/10.3390/molecules30030552,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,no,uncertain,yes,yes,uncertain,"['Details on ibuprofen release kinetics', 'Complete formulation information of gauzes C2-C5', 'Comparative adsorption efficiencies among different modifications', 'Impact of ionic strength on drug release', 'Experimental setup for measuring permeation']","The study discusses the adsorption and release of ibuprofen on modified biomedical fabrics, suggesting relevance to in vitro permeability assessments. It includes measurable endpoints related to drug release efficiency.",0.8
MED,33138290,33138290.0,10.3390/nano10112165,Embedding Ordered Mesoporous Carbons into Thermosensitive Hydrogels: A Cutting-Edge Strategy to Vehiculate a Cargo and Control Its Release Profile.,"The high drug loading capacity, cytocompatibility and easy functionalization of ordered mesoporous carbons (OMCs) make them attractive nanocarriers to treat several pathologies. OMCs' efficiency could be further increased by embedding them into a hydrogel phase for an <i>in loco</i> prolonged drug release. In this work, OMCs were embedded into injectable thermosensitive hydrogels. In detail, rod-like (diameter ca. 250 nm, length ca. 700 nm) and spherical (diameter approximately 120 nm) OMCs were synthesized by nanocasting selected templates and loaded with ibuprofen through a melt infiltration method to achieve complete filling of their pores (100% loading yield). In parallel, an amphiphilic Poloxamer® 407-based poly(ether urethane) was synthesized (Mn¯ 72 kDa) and solubilized at 15 and 20% <i>w/v</i> concentration in saline solution to design thermosensitive hydrogels. OMC incorporation into the hydrogels (10 mg/mL concentration) did not negatively affect their gelation potential. Hybrid systems successfully released ibuprofen at a slower rate compared to control gels (gels embedding ibuprofen as such), but with no significant differences between rod-like and spherical OMC-loaded gels. OMCs can thus work as effective drug reservoirs that progressively release their payload over time and also upon encapsulation in a hydrogel phase, thus opening the way to their application to treat many different pathological states (e.g., as topical medications).",2020,,"Boffito M, Laurano R, Giasafaki D, Steriotis T, Papadopoulos A, Tonda-Turo C, Cassino C, Charalambopoulou G, Ciardelli G.",https://doi.org/10.3390/nano10112165,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,no,IVRT,yes,yes,uncertain,"['Detailed methodology of ibuprofen loading', 'Release kinetics data', 'Comparison of permeation with and without OMCs', 'Characterization of hydrogels and OMCs']","The abstract discusses the release profile of ibuprofen from hydrogels containing ordered mesoporous carbons, indicating a relevant study for the dataset. It includes measurable endpoints related to drug release kinetics.",0.9
MED,34208135,34208135.0,10.3390/nano11061546,Multi-Functional Core-Shell Nanofibers for Wound Healing.,"Core-shell nanofibers have great potential for bio-medical applications such as wound healing dressings where multiple drugs and growth factors are expected to be delivered at different healing phases. Compared to monoaxial nanofibers, core-shell nanofibers can control the drug release profile easier, providing sustainable and effective drugs and growth factors for wound healing. However, it is challenging to produce core-shell structured nanofibers with a high production rate at low energy consumption. Co-axial centrifugal spinning is an alternative method to address the above limitations to produce core-shell nanofibers effectively. In this study, a co-axial centrifugal spinning device was designed and assembled to produce core-shell nanofibers for controlling the release rate of ibuprofen and hEGF in inflammation and proliferation phases during the wound healing process. Core-shell structured nanofibers were confirmed by TEM. This work demonstrated that the co-axial centrifugal spinning is a high productivity process that can produce materials with a 3D environment mimicking natural tissue scaffold, and the specific drug can be loaded into different layers to control the drug release rate to improve the drug efficiency and promote wound healing.",2021,,"Li Z, Mei S, Dong Y, She F, Li P, Li Y, Kong L.",https://www.mdpi.com/2079-4991/11/6/1546/pdf?version=1623405753,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,yes,IVRT,yes,yes,uncertain,"['Detailed drug release profiles', 'Formulation specifics of ibuprofen nanofibers', 'Methodology of drug loading and release testing', 'Comparative efficacy of drug release profiles over time']","The study involves controlled release of ibuprofen in nanofibers, which is relevant for permeation studies. It mentions Franz cell usage, indicating a specific diffusion-related methodology.",0.9
MED,34361236,34361236.0,10.3390/nano11071850,pH-Responsive Chitosan/Alginate Polyelectrolyte Complexes on Electrospun PLGA Nanofibers for Controlled Drug Release.,"The surface functionalization of electrospun nanofibers allows for the introduction of additional functionalities while at the same time retaining the membrane properties of high porosity and surface-to-volume ratio. In this work, we sequentially deposited layers of chitosan and alginate to form a polyelectrolyte complex via layer-by-layer assembly on PLGA nanofibers to introduce pH-responsiveness for the controlled release of ibuprofen. The deposition of the polysaccharides on the surface of the fibers was revealed using spectroscopy techniques and ζ-potential measurements. The presence of polycationic chitosan resulted in a positive surface charge (16.2 ± 4.2 mV, pH 3.0) directly regulating the interactions between a model drug (ibuprofen) loaded within the polyelectrolyte complex and the layer-by-layer coating. The release of ibuprofen was slowed down in acidic pH (1.0) compared to neutral pH as a result of the interactions between the drug and the coating. The provided mesh acts as a promising candidate for the design of drug delivery systems required to bypass the acidic environment of the digestive tract.",2021,,"Schoeller J, Itel F, Wuertz-Kozak K, Gaiser S, Luisier N, Hegemann D, Ferguson SJ, Fortunato G, Rossi RM.",https://doi.org/10.3390/nano11071850,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,yes,IVRT,yes,yes,uncertain,"['Details on ibuprofen release kinetics', 'Formulation specifics of the polyelectrolyte complex', 'Validation of pH response in drug release']","The study directly investigates the controlled release of ibuprofen using a Franz-style setup, indicating relevance for the dataset.",0.9
