doi,title,pdf_path,route,ready_for_step6_text,paper_type,mentions_ibuprofen,mentions_diffusion_cell,franz_confirmed,where_diffusion_cell,where_franz,study_type,barrier_category,barrier_name_raw,endpoint_qfinal_found,endpoint_time_found,where_endpoint,figure_only,endpoint_carrier,endpoint_carrier_where,endpoint_carrier_snippet,formulation_carrier,formulation_carrier_where,formulation_carrier_snippet,endpoint_likely_in_supp,formulation_table_missing,notes
10.3390/gels11010041,Permeation Enhancer in Microemulsions and Microemulsion-Based Gels: A Comparison of Diethylene Glycol Monoethyl Ether and Oleyl Alcohol.,GenAI\papers\pdf\10.3390_gels11010041__cb148324e0.pdf,text,yes,primary_experiment,yes,yes,yes,Section 2.4.1,Section 2.4.1,IVPT,both,Strat-M® membrane and regenerated cellulose membrane,yes,yes,Table 2,no,table_text,Table 2,"Table 2 lists the flux (J), permeability coefficient (Kp), and lag time (tlag) for the formulations, indicating cumulative ibuprofen permeation over 24 hours.",table_text,Table 4,"Table 4 displays the compositions of the microemulsion formulations, detailing the percentage of each component including ibuprofen and other excipients.",no,no,The study emphasizes the comparative effectiveness of different microemulsions with ibuprofen as a model drug.
10.3390/gels11100775,"Hybrid Alginate-Based Polysaccharide Aerogels Microparticles for Drug Delivery: Preparation, Characterization, and Performance Evaluation.",GenAI\papers\pdf\10.3390_gels11100775__4fb67cd5a5.pdf,text,no,primary_experiment,yes,no,no,,,IVPT,uncertain,N/A,yes,yes,Table 2,no,table_text,Table 2,"Table 2 shows the loading percentage of ibuprofen in selected aerogels, indicating numerical data for loading efficiency and cumulative release.",table_text,Table 2,Table 2 provides detailed loading efficiency and release data associated with different formulations.,no,no,This study provides quantitative data on ibuprofen loading and release profiles from alginate/carrageenan aerogels.
10.3390/gels8070406,In Vitro Evaluation of Smart and pH-Sensitive Chondroitin Sulfate/Sodium Polystyrene Sulfonate Hydrogels for Controlled Drug Delivery.,GenAI\papers\pdf\10.3390_gels8070406__c9e0d5d069.pdf,text,no,primary_experiment,yes,no,no,unknown,unknown,IVPT,both,chondroitin sulfate/sodium polystyrene sulfonate hydrogels,yes,yes,Table 1,no,table_text,"Table 1 contains dynamic swelling and polymer volume fraction data, showing numerical values over time for drug release.",Dynamic Swelling up to 72 h Polymer Volume Fraction pH 1.2 pH 4.6 pH 7.4,table_text,"Table 2 lists drug loading values for various formulations, providing numerical data.",Drug Loaded (mg)/500 mg of Dry Gels Weight Method Extraction Method,no,no,
10.3390/gels9090699,Self-Healing Oxalamide Organogelators of Vegetable Oil.,GenAI\papers\pdf\10.3390_gels9090699__dbc4ef75b3.pdf,text,no,primary_experiment,yes,no,no,unknown,unknown,IVPT,uncertain,unknown,yes,yes,PAGE 21,no,narrative,PAGE 21,The 0.5 wt% of 1 oil gel showed release of 80% of IB in the first 4 h...,unknown,unknown,unknown,no,yes,"The study focuses on the drug delivery objectives with ibuprofen, presenting relevant cumulative data over specified timepoints."
10.3390/ijms150814014,Silver nanoparticles/ibuprofen-loaded poly(L-lactide) fibrous membrane: anti-infection and anti-adhesion effects.,GenAI\papers\pdf\10.3390_ijms150814014__56d56e5666.pdf,figure,no,primary_experiment,yes,no,no,,,IVPT,both,poly(L-lactide) fibrous membranes,yes,yes,Figure 3B,no,figure,Figure 3B,"Figure 3B shows IBU release from Ag4%-IBU4%-PLLA electrospun fibers, indicating cumulative release behavior.",narrative,"Results section, paragraph discussing drug release",The IBU release profile of Ag4%–IBU4%–PLLA electrospun fibers is shown in Figure 3B.,no,no,Study focuses on ibuprofen-loaded fibrous membranes; endpoints and formulations are clearly defined.
10.3390/ijms242115632,Enhancing Transdermal Delivery: Investigating the Impact of Permeation Promoters on Ibuprofen Release and Penetration from Medical Patches-In Vitro Research.,GenAI\papers\pdf\10.3390_ijms242115632__cc885c7871.pdf,text,yes,primary_experiment,yes,yes,uncertain,Methods Section,Methods Section,IVPT,skin,pig skin,yes,yes,Table 6,no,table_text,Table 6,Table 6 summarizes the cumulative mass of IBU followed by an analysis of the skin permeation parameters.,table_text,Table 7,Table 7 shows the appropriate weights with which to prepare the formulation.,no,no,Study focuses on different formulations of ibuprofen in transdermal patches and analyzes their permeation through skin.
10.3390/ma10010074,Supercritical CO₂-Assisted Spray Drying of Strawberry-Like Gold-Coated Magnetite Nanocomposites in Chitosan Powders for Inhalation.,GenAI\papers\pdf\10.3390_ma10010074__5bcebc0cec.pdf,text,no,primary_experiment,yes,no,no,,,IVPT,uncertain,uncertain,yes,yes,Table 3,no,table_text,Table 3,"Table 3 summarizes the Peppas’ Adjustment for IBP (Ibuprofen) release, showing cumulative amounts released over the specific time points.",table_text,Table 1,Table 1 details the microparticle composition and properties including mean diameter and other physical-chemical properties.,no,no,Study focuses on the release kinetics of ibuprofen from novel nanocomposite formulations.
10.3390/membranes12080762,In Situ Generation of Fouling Resistant Ag/Pd Modified PES Membranes for Treatment of Pharmaceutical Wastewater.,GenAI\papers\pdf\10.3390_membranes12080762__fa6875b6e1.pdf,text,yes,primary_experiment,yes,yes,no,Figure 2,unknown,IVRT,uncertain,PES membranes with Ag/Pd nanoparticles,yes,yes,Table 3,no,table_text,"Table 3 shows water contact angles, fluxes, porosity, zeta potential, mean pore radius, and salt rejection properties of the Ag/Pd PES membranes. The table shows numerical rejection values for ibuprofen.","The rejection of organic compounds was also investigated, with Table 3 detailing the rejection percentages for ibuprofen along with cumulative permeability data.",table_text,Table 1 conveys the composition of the PES casting solutions used for membrane fabrication.,Table 1 presents the formulations of the casting solutions including Ag/Pd concentrations for the membrane.,no,no,
10.3390/mi11060554,Novel Design Approaches in the Fabrication of Polymeric Microarray Patches via Micromoulding.,GenAI\papers\pdf\10.3390_mi11060554__69230bf446.pdf,figure,no,primary_experiment,yes,yes,yes,In vitro permeation section,In vitro permeation section,IVPT,skin,dermal porcine skin,yes,yes,Figure 4 and Results text,no,figure,Figure 4,"Figure 4 shows in vitro permeation profiles of ibuprofen sodium via hydrogel-forming microarray patches (means ± SD, n = 3).",table_text,Table 2,"Validation parameters for the developed RP-HPLC method for the detection and quantification of ibuprofen sodium (IBU) in phosphate-buffered saline (PBS, pH 7.4).",no,no,
10.3390/molecules28176198,HPLC Analysis and In Vitro and In Silico Evaluation of the Biological Activity of Polyphenolic Components Separated with Solvents of Various Polarities from <i>Helichrysum italicum</i>.,GenAI\papers\pdf\10.3390_molecules28176198__55bbd00199.pdf,text,no,primary_experiment,yes,no,no,unknown,unknown,IVPT,uncertain,unknown,yes,no,Table 2,no,table_text,Table 2,The IC50 of ibuprofen estimated as IAD was 81.50 µg/mL.,unknown,unknown,unknown,no,yes,The study examines various fractions of H. italicum and includes ibuprofen as a standard for comparison.
10.3390/molecules30030552,The Role of the Functionalization of Biomedical Fabrics on Their Ability to Adsorb and Release Drugs.,GenAI\papers\pdf\10.3390_molecules30030552__7256dc139b.pdf,text,no,primary_experiment,yes,no,no,unknown,unknown,IVPT,uncertain,cotton gauzes,yes,yes,Table 3,no,table_text,Table 3 reports kinetic constants and amounts,Kinetic constants (second-order model) for the adsorption of IB and AM (T = 20 ◦C).,table_text,Table 3,Kinetic constants (second-order model) for the adsorption of IB and AM.,no,no,Study detailing drug adsorption and release involving ibuprofen but without diffusion cell specifics.
10.3390/nano10112165,Embedding Ordered Mesoporous Carbons into Thermosensitive Hydrogels: A Cutting-Edge Strategy to Vehiculate a Cargo and Control Its Release Profile.,GenAI\papers\pdf\10.3390_nano10112165__6748e42f34.pdf,text,yes,primary_experiment,yes,yes,yes,"Section 2.6, Ibuprofen Release from Hybrid Sol-Gel Systems","Section 2.6, Ibuprofen Release from Hybrid Sol-Gel Systems",IVPT,both,"Ordered Mesoporous Carbons, Thermosensitive Hydrogels",yes,yes,"Section 3.1.2, Ibuprofen Loading into C1 and C3 Carbons",no,narrative,"Section 3.1.2, Ibuprofen Loading into C1 and C3 Carbons","""the total mass of the drug loaded C3 and C1 decreased by approximately 50% of the initial weight, in agreement with the 1:1 initial loading""",table_text,"Table 1, Compositional information and acronyms of the formulations","""Table 1. Compositional information and acronyms of the formulations designed in this work""",no,no,
10.3390/nano11071850,pH-Responsive Chitosan/Alginate Polyelectrolyte Complexes on Electrospun PLGA Nanofibers for Controlled Drug Release.,GenAI\papers\pdf\10.3390_nano11071850__a1c10dc1dc.pdf,figure,no,primary_experiment,yes,yes,no,"Page 10, section 3.2",unknown,IVPT,skin,electrospun PLGA nanofibers,yes,yes,"Page 10, Figure 7",no,figure,"Page 10, Figure 7","Figure 7 shows the drug release kinetics for IBU measured in PBS and SGF at pH 1.0, indicating cumulative amounts released over specified timepoints.",narrative,"Page 9, section 3.2.1","The highest amount of drug loaded was evaluated at different pH values, indicating the drug loading kinetics of IBU.",no,yes,Study shows clear relationship between pH responsiveness and ibuprofen release kinetics.
10.3390/pharmaceutics11100501,Injectable Thermosensitive Formulation Based on Polyurethane Hydrogel/Mesoporous Glasses for Sustained Co-Delivery of Functional Ions and Drugs.,GenAI\papers\pdf\10.3390_pharmaceutics11100501__a28c933710.pdf,text,no,primary_experiment,yes,no,no,,,uncertain,uncertain,,yes,yes,PAGE 7,no,table_text,Table 1,"Table 1 shows compositional information and acronyms of the designed sol-gel systems, including Ibuprofen concentrations.",table_text,Table 1,"Table 1 outlines the compositions and acronyms of the designed formulations, specifying the ibuprofen content.",no,no,
10.3390/pharmaceutics12020105,Development of a Biodegradable Subcutaneous Implant for Prolonged Drug Delivery Using 3D Printing.,GenAI\papers\pdf\10.3390_pharmaceutics12020105__15075ef150.pdf,figure,no,primary_experiment,yes,yes,no,Section 2.2.4,unknown,IVPT,uncertain,agarose gel,yes,yes,"Results section, Figure 7",no,figure,Figure 7,"Figure 7 displays the release profiles of ibuprofen sodium (IS) from various implants, showcasing the cumulative release data over time.",unknown,unknown,unknown,no,no,"This study includes ibuprofen as a model compound; however, specific formulation details do not appear to be presented in standardized tables or distinct text passages."
10.3390/pharmaceutics12020151,Evaluation of Formulation Parameters on Permeation of Ibuprofen from Topical Formulations Using Strat-M<sup>®</sup> Membrane.,GenAI\papers\pdf\10.3390_pharmaceutics12020151__701029bf55.pdf,text,yes,primary_experiment,yes,yes,no,PAGE 3,unknown,IVPT,synthetic_membrane,Strat-M® membrane,yes,yes,PAGE 1,no,table_text,"PAGE 6, Table 5",Cumulative amount of drug permeated at the end of 24 h was highest for clear gel (3% w/w ibuprofen; F6: 739.6 ± 36.1 µg/cm2)...,table_text,"PAGE 6, Table 2",Composition of ibuprofen emulgel (F5) (3% w/w) is provided in Table 2.,no,no,
10.3390/pharmaceutics12121141,Design of Non-Haemolytic Nanoemulsions for Intravenous Administration of Hydrophobic APIs.,GenAI\papers\pdf\10.3390_pharmaceutics12121141__5990fd1cdd.pdf,text,no,primary_experiment,yes,no,no,,,IVPT,uncertain,,yes,yes,Table 1,no,table_text,Table 1,"Table 1 lists the drug release rate constants for ibuprofen, indicating Q_final results.",table_text,Table 1,Table 1 provides values of encapsulation efficiency (EE) and drug loading (DL) as part of the formulation characterization.,no,no,"No diffusion cell mentioned, only HPLC methods and nanoemulsion formulation."
10.3390/pharmaceutics13111952,Polyelectrolyte-Coated Mesoporous Bioactive Glasses via Layer-by-Layer Deposition for Sustained Co-Delivery of Therapeutic Ions and Drugs.,GenAI\papers\pdf\10.3390_pharmaceutics13111952__45146cae8a.pdf,text,yes,primary_experiment,yes,yes,no,Not explicitly detailed in document,Not applicable,IVPT,both,Cu-substituted MBG nanoparticles,yes,yes,"Results section, Table 1",no,table_text,Table 2,"Table 2 shows the weight loss percentages associated with each deposited layer and ibuprofen loading, indicating the cumulative release results.",supplement,Supplementary Information,Ibuprofen was loaded into Cu_SG_CAC and Cu_SG_CIC via specific methods detailed in the supplementary material.,yes,no,Details on specific time points and measurement methods present.
10.3390/pharmaceutics16081055,Mixed Micellar Gel of Poloxamer Mixture for Improved Solubilization of Poorly Water-Soluble Ibuprofen and Use as Thermosensitive In Situ Gel.,GenAI\papers\pdf\10.3390_pharmaceutics16081055__065e618dc2.pdf,figure,no,primary_experiment,yes,yes,no,Section 2.9: In Vitro Release Study,unknown,IVPT,both,thermosensitive mixed micellar gels,yes,yes,Section 3.2: Solubilization of Ibuprofen in Single and Mixed Polymeric Micelles,no,figure,Referencing Figure 5A,Figure 5A illustrates the values of the solubility enhancement...,narrative,Section 2.9: In Vitro Release Study,The membrane-less diffusion method was employed to evaluate in vitro drug release...,no,no,This study focuses on the release and solubilization properties of ibuprofen using mixed micellar gels.
10.3390/pharmaceutics16111359,Customizable Self-Microemulsifying Rectal Suppositories by Semisolid Extrusion 3D Printing.,GenAI\papers\pdf\10.3390_pharmaceutics16111359__cad97c6f14.pdf,text,no,primary_experiment,yes,no,no,,,both,uncertain,,yes,yes,page 7,no,narrative,Results section,The average and deviation were measured (n = 6).,table_text,Table 1,Selected composition of SMEDDS according to the solubility and self-emulsifying assessment.,no,no,
10.3390/pharmaceutics2020209,A Comparative Study of Transmembrane Diffusion and Permeation of Ibuprofen across Synthetic Membranes Using Franz Diffusion Cells.,GenAI\papers\pdf\10.3390_pharmaceutics2020209__1a2e9fadde.pdf,text,yes,primary_experiment,yes,yes,yes,PAGE 2,PAGE 4,IVPT,synthetic_membrane,Synthetic membranes (13 types) listed in Table 1,yes,yes,PAGE 8,no,table_text,"PAGE 8, Table 3","Table 3. Summary of average ibuprofen flux from saturated solution (n = 6), total diffusion after 6 h and the coefficient of variation (CV) for individual synthetic membranes.",table_text,"PAGE 6, Table 2",Table 2. A mass balance result (at 60 ºC) for ibuprofen saturated solution.,no,no,Study investigates ibuprofen diffusion using various synthetic membranes in Franz diffusion cells; comprehensive quantitative results provided.
10.3390/polym12071473,Design and Preparation of New Multifunctional Hydrogels Based on Chitosan/Acrylic Polymers for Drug Delivery and Wound Dressing Applications.,GenAI\papers\pdf\10.3390_polym12071473__3f2449ea80.pdf,figure,no,primary_experiment,yes,yes,no,Section 2.2.3 Drug Release Study,unknown,IVPT,synthetic_membrane,dialysis membrane,yes,yes,Figure 6,no,figure,Figure 6,The readings expressed as cumulative release were plotted versus time in order to obtain the drug release profiles...,table_text,Table 1,The table presents the hydrogels composition in terms of synthetic monomer/initiator ratio...,no,no,
10.3390/polym15040791,"Chitin-Glucan Complex Hydrogels: Physical-Chemical Characterization, Stability, In Vitro Drug Permeation, and Biological Assessment in Primary Cells.",GenAI\papers\pdf\10.3390_polym15040791__a37a825452.pdf,text,yes,primary_experiment,yes,yes,yes,2.9. In Vitro Drug Permeation Studies,2.9. In Vitro Drug Permeation Studies,IVPT,skin,Strat-M membranes,yes,yes,Table 2,no,table_text,Table 2 shows the drug loading (DL) and entrapment efficiency (EE) values for ibuprofen.,Table 2 shows that sodium ibuprofen loading led to a drug loading of 11.25 ± 2.04 mg/cm3 and an entrapment efficiency of 14.43 ± 0.88%.,table_text,Table 1 provides data on the chemical characterization and properties of the hydrogels containing ibuprofen.,"Table 1 summarizes the compressive modulus, toughness, and other properties of the Na51*4 and Na51*6 hydrogels.",no,no,
10.3390/polym16131934,Electrospun Ibuprofen-Loaded Blend PCL/PEO Fibers for Topical Drug Delivery Applications.,GenAI\papers\pdf\10.3390_polym16131934__addfe4ce83.pdf,figure,no,primary_experiment,yes,yes,uncertain,Materials and Methods: 2.5 Fiber Electrospinning,uncertain,IVPT,skin,PCL/PEO fibers,yes,yes,Results: 3.7 In Vitro Drug Release Assay,no,figure,Results: 3.7 In Vitro Drug Release Assay,Cumulative release of IBP from various PCL/PEO fibers.,table_text,Results: 3.7 In Vitro Drug Release Assay,The average viscosities of various 10 wt% blank and IBP-loaded PCL/PEO solutions are shown in Figure 1a.,no,no,
10.3390/polym16142006,Cellulose Acetate and Polycaprolactone Fibre Coatings on Medical-Grade Metal Substrates for Controlled Drug Release.,GenAI\papers\pdf\10.3390_polym16142006__02ac8ba9aa.pdf,text,yes,primary_experiment,yes,yes,no,Section 2.2.4 (Drug Release Methodology) explains drug release methodology in a simulated body fluid that could imply diffusion cell usage.,unknown,IVPT,both,"medical-grade stainless steel, cellulose acetate, polycaprolactone",yes,yes,Table 1,no,table_text,Table 1 presents the estimated drug released in SBF or water for each membrane studied.,Table 1. Estimated drug released in SBF or water for each membrane studied...,table_text,Table 1 shows the Ibu released (mg) for different membranes.,Table 1. Estimated drug released in SBF or water for each membrane studied...,no,no,The study examines the drug release behavior of Ibu embedded in polymer membranes.
10.3797/scipharm.1204-14,"Synthesis, characterization, and in vitro evaluation of new Ibuprofen polymeric prodrugs based on 2-hydroxypropyl methacrylate.",GenAI\papers\pdf\10.3797_scipharm.1204-14__6d2c010d2d.pdf,figure,no,primary_experiment,yes,yes,no,PAGE 10,uncertain,IVPT,uncertain,cellophane dialysis bags,yes,yes,PAGE 10,no,figure,PAGE 10,Fig. 6 shows the percent of ibuprofen released from polymeric carriers as a function of time at hydrochloric acid buffer (pH 1) and 37 °C.,table_text,PAGE 12,The yields of the obtained polymeric prodrugs are presented in Table 2.,no,no,The study involves ibuprofen polymeric prodrugs and evaluates their in vitro release via diffusion cell methods.
