source,id,pmid,doi,title,abstract,year,journal,authors,url,query_used,priority,likely_franz,likely_study_type,likely_has_numeric_endpoint,likely_has_formulation_info,likely_barrier_category,what_to_check_in_fulltext,exclude_reason_if_low,confidence,queue,mentions_franz_in_abstract,likely_has_measurable_endpoint,rationale
MED,37447557,37447557.0,10.3390/polym15132912,The Use of Hot Melt Extrusion to Prepare a Solid Dispersion of Ibuprofen in a Polymer Matrix.,"In this work, we report the use of the hot melt extrusion method in harsh extrusion conditions, i.e., screw rotation speed of 250 rpm, temperature above 100 °C, and two mixing zones, in order to obtain an amorphous dispersion of an active pharmaceutical ingredient (API) that is sparingly soluble in water. As a polymer matrix Eudragit EPO (E-EPO) and as an API ibuprofen (IBU) were used in the research. In addition, the plasticizer Compritol 888 ATO (COM) was tested as a factor potentially improving processing parameters and modifying the IBU release profile. In studies, 25% by weight of IBU, 10% of COM and various extrusion temperatures, i.e., 90, 100, 120, 130, and 140 °C, were used. Hot melt extrusion (HME) temperatures were selected based on the glass transition temperature of the polymer matrix (T<sub>g</sub> = 42 °C) and the melting points of IBU (T<sub>m</sub> = 76 °C) and COM (T<sub>m</sub> = 73 °C), which were tested by differential scanning calorimetry (DSC). The thermal stability of the tested compounds, determined on the basis of measurements carried out by thermogravimetric analysis (TGA), was also taken into account. HME resulted in amorphous E-EPO/IBU solid dispersions and solid dispersions containing a partially crystalline plasticizer in the case of E-EPO/IBU/COM extrudates. Interactions between the components of the extrudate were also studied using infrared spectroscopy (FTIR-ATR). The occurrence of such interactions in the studied system, which improve the stability of the obtained solid polymer dispersions, was confirmed. On the basis of DSC thermograms and XRPD diffractograms, it was found that amorphous solid dispersions were obtained. In addition, their stability was confirmed in accelerated conditions (40 °C, 75% RH) for 28 days and 3 months. The release profiles of prepared tablets showed the release of 40% to 63% of IBU from the tablets within 180 min in artificial gastric juice solution, with the best results obtained for tablets with E-EPO/IBU extrudate prepared at a processing temperature of 140 °C.",2023,,"Biedrzycka K, Marcinkowska A.",https://www.mdpi.com/2073-4360/15/13/2912/pdf?version=1688287285,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,uncertain,,yes,uncertain,"['Detailed release profiles', 'Specifics on diffusion cell setup', 'Compatibility studies', 'Statistical analysis of results']",,0.8,now,no,yes,"The study involves the release of ibuprofen from solid dispersions, which is relevant for permeation studies. It describes formulation methods that could relate to permeability testing, even though Franz diffusion specifics are unclear."
MED,39000789,39000789.0,10.3390/polym16131934,Electrospun Ibuprofen-Loaded Blend PCL/PEO Fibers for Topical Drug Delivery Applications.,"Electrospun drug-eluting fibers have demonstrated potentials in topical drug delivery applications, where drug releases can be modulated by polymer fiber compositions. In this study, blend fibers of polycaprolactone (PCL) and polyethylene oxide (PEO) at various compositions were electrospun from 10 wt% of polymer solutions to encapsulate a model drug of ibuprofen (IBP). The results showed that the average polymer solution viscosities determined the electrospinning parameters and the resulting average fiber diameters. Increasing PEO contents in the blend PCL/PEO fibers decreased the average elastic moduli, the average tensile strength, and the average fracture strains, where IBP exhibited a plasticizing effect in the blend PCL/PEO fibers. Increasing PEO contents in the blend PCL/PEO fibers promoted the surface wettability of the fibers. The in vitro release of IBP suggested a transition from a gradual release to a fast release when increasing PEO contents in the blend PCL/PEO fibers up to 120 min. The in vitro viability of blend PCL/PEO fibers using MTT assays showed that the fibers were compatible with MEF-3T3 fibroblasts. In conclusion, our results explained the scientific correlations between the solution properties and the physicomechanical properties of electrospun fibers. These blend PCL/PEO fibers, having the ability to modulate IBP release, are suitable for topical drug delivery applications.",2024,,"Bani Mustafa D, Sakai T, Sato O, Ikebe M, Chou SF.",https://doi.org/10.3390/polym16131934,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,IVRT,,yes,skin,"['In vitro release kinetics of ibuprofen', 'Details on Franz cell method used', 'Physicomechanical properties of the fibers']",,0.9,now,no,yes,"The study focuses on the release of ibuprofen from electrospun fibers, relevant for the PermeationNet dataset. It includes formulation information and likely has measurable endpoint data."
MED,39065323,39065323.0,10.3390/polym16142006,Cellulose Acetate and Polycaprolactone Fibre Coatings on Medical-Grade Metal Substrates for Controlled Drug Release.,"This study explores a method that has the potential to be cost effective in inhibiting biofilm formation on metallic prostheses, thereby preventing rejection or the requirement for replacement. A cost-effective metal alloy used in biomedical implants was chosen as the substrate, and ibuprofen (Ibu), a well-known anti-inflammatory drug, was selected for drug release tests for its widespread availability and accessibility. Multilayer coatings consisting of cellulose acetate (CA), polycaprolactone (PCL), and chitosan (CHI), with or without ibuprofen (Ibu) content, were applied onto medical-grade stainless steel (SS-316 type) through electrospinning, electrospray, or blow spinning. The adhesion of the CA, PCL, and layered CA/PCL membranes, with thicknesses ranging from 20 to 100 μm, to SS substrates varied between 0.15 N and 0.22 N without CHI, which increased to 0.21 and 0.74 N, respectively, when a CHI interlayer was introduced by electrospraying between the SS and the coatings. Although drug release in a simulated body fluid (SBF) medium is predominantly governed by diffusion-driven mechanisms in all single- and multilayer coatings, a delayed release was noted in CA coatings containing Ibu when overlaid with a PCL coating produced by blow spinning. This suggests avenues for further investigations into combinations of multilayer coatings, both with and without drug-imbued layers.",2024,,"Cidade do Carmo C, Brito M, Oliveira JP, Marques A, Ferreira I, Baptista AC.",https://doi.org/10.3390/polym16142006,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,uncertain,,yes,skin,"['Details on diffusion cell methods', 'Specifics on ibuprofen release rates', 'Formulation details of coatings used', 'Barrier properties of the coatings']",,0.8,now,no,yes,"The study involves ibuprofen release, indicating a relevant experiment for permeation analysis, and discusses different coating formulations that may impact drug release dynamics."
MED,30970963,30970963.0,10.3390/polym9070286,Effect of Drug Loading Method and Drug Physicochemical Properties on the Material and Drug Release Properties of Poly (Ethylene Oxide) Hydrogels for Transdermal Delivery.,"Novel poly (ethylene oxide) (PEO) hydrogel films were synthesized via UV cross-linking with pentaerythritol tetra-acrylate (PETRA) as cross-linking agent. The purpose of this work was to develop a novel hydrogel film suitable for passive transdermal drug delivery via skin application. Hydrogels were loaded with model drugs (lidocaine hydrochloride (LID), diclofenac sodium (DIC) and ibuprofen (IBU)) via post-loading and in situ loading methods. The effect of loading method and drug physicochemical properties on the material and drug release properties of medicated film samples were characterized using scanning electron microscopy (SEM), swelling studies, differential scanning calorimetry (DSC), fourier transform infrared spectroscopy (FT-IR), tensile testing, rheometry, and drug release studies. In situ loaded films showed better drug entrapment within the hydrogel network and also better polymer crystallinity. High drug release was observed from all studied formulations. In situ loaded LID had a plasticizing effect on PEO hydrogel, and films showed excellent mechanical properties and prolonged drug release. The drug release mechanism for the majority of medicated PEO hydrogel formulations was determined as both drug diffusion and polymer chain relaxation, which is highly desirable for controlled release formulations.",2017,,"Wong RSH, Dodou K.",https://www.mdpi.com/2073-4360/9/7/286/pdf?version=1500542996,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,IVRT,,yes,skin,"['Details on ibuprofen release kinetics', 'Comparison with other drug formulations', 'Characterization methods used for drug analysis', 'Specific results for ibuprofen in hydrogels']",,0.9,now,no,yes,"The study focuses on the transdermal delivery of ibuprofen using PEO hydrogels, indicating relevance to permeation studies. The abstract provides insights into drug release mechanisms, which are critical for assessing transdermal formulations."
MED,23641345,23641345.0,10.3797/scipharm.1204-14,"Synthesis, characterization, and in vitro evaluation of new Ibuprofen polymeric prodrugs based on 2-hydroxypropyl methacrylate.","The present research work describes the synthesis and evaluation of new acrylic-type polymeric systems having degradable ester bonds linked to ibuprofen as materials for drug delivery. Ibuprofen was linked to 2-hydroxy-propyl methacrylate by an activated ester methodology in a one-pot procedure with a high yield. The resulting material was copolymerized with either 2-hydroxyethyl methacrylate or methyl methacrylate (in 1:3 mole ratios) by the free radical polymerization method, utilizing azoisobutyronitrile at 65-70 °C. The characterization of the resulting products by FTIR, (1)H NMR, (13)C NMR, DSC, and elemental analysis confirmed their synthesis successfully. Ibuprofen release from the obtained polymers was preliminarily evaluated at different buffered solutions (pH 1, 7.4, and 10) into dialysis bags to show the capacity of prodrugs to release the drug under hydrolytic conditions. Detection of hydrolysis by UV spectroscopy at selected intervals showed that the drug can be released by selective hydrolysis of the ester bond at the side of the drug moiety. The release profiles indicated that the hydrolytic behavior of polymers is strongly based on the polymer hydrophilicity and the pH value of the hydrolysis solution. The results suggest that these polymers could be useful in controlled release systems.",2013,,"Babazadeh M, Sheidaei M, Abbaspour S, Edjlali L.",https://doi.org/10.3797/scipharm.1204-14,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,IVRT,,yes,uncertain,"['specific formulation details of the polymeric prodrugs', 'data on in vitro release rates and methods', 'stability of the drug within the polymer', 'comparison to conventional ibuprofen release methods']",,0.9,now,no,yes,"The study focuses on the in vitro evaluation of ibuprofen release from new polymeric prodrugs, making it relevant to the dataset on ibuprofen permeation. It includes formulation information as well."
MED,22523454,22523454.0,10.4103/0975-1483.93573,Formulation development and evaluation of alginate microspheres of Ibuprofen.,"The present study was designed to investigate the effects of different variables on the release profile of ibuprofen microspheres formulated using modified emulsification method. Eight batches of microspheres (F1-F8) were prepared by applying 2(3) factorial design. The amount of sodium alginate, amount of calcium chloride, and amount of magnesium stearate were selected as formulation variables. All the batches were evaluated in terms of percentage yield, percentage encapsulation efficiency and in vitro release characteristics. The batch F7 was found to be optimum batch and was further characterized via scanning electron microscopy (SEM) and particle size analysis. Multiple linear regression was applied to confirm significant effect of each variable on release characteristics. The model developed in the present study can be effectively utilized to achieve the formulation with desired release characteristics.",2012,,"Nagpal M, Maheshwari D, Rakha P, Dureja H, Goyal S, Dhingra G.",https://doi.org/10.4103/0975-1483.93573,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,uncertain,,yes,uncertain,"['Details on diffusion cell method used', 'Specific release profile data', 'Comparison with Franz cell permeation data']",,0.7,later,no,yes,"The study focuses on formulation development and release characteristics, but does not explicitly mention in vitro permeability testing. Further details are needed to assess relevance."
ETH,443117,,10.48730/ywkp-8n91,Investigation into the use of synthetic membranes for drug diffusion in Franz cells,"Franz diffusion cells employ synthetic membranes because of membrane simplicity and supposed good reproducibility. For topical product assessment, the synthetic membrane should provide no diffusional resistance to drug diffusion, however, different synthetic membranes do show rate-limiting effects. The aims of this study were to validate and minimise errors that occur in Franz cell experiments, to examine the effect of different types of synthetic membrane on drug diffusion and to test the suitability of Franz cell experiments for drug release from a freeze-dried sodium alginate wafer and a sodium alginate gel. Franz cell experimental variables were validated using physical and visual tests, a plasticiser assay and incorporation of tonicity agents. The drug flux from a commercial gel was compared before and after validation. Thirteen types of synthetic membranes were screened using ibuprofen saturated solution. The impact of drug log P on flux was evaluated using ibuprofen (hydrophobic drug), riboflavin (hydrophilic drug) and four parabens of increasing hydrophobicity. The physical characteristics of sodium alginate gel and its lyophilised wafer were characterised by rheology, thermal analysis, microscopy ... (continues)",2007,,Ng SF.,https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.443117,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,IVRT,,yes,synthetic_membrane,"['Details on ibuprofen permeability', 'Specifics of formulation used', 'Testing methods for different membranes', 'Results for drug diffusion rates', 'Comparative data for hydrophobic vs hydrophilic drugs']",,0.9,now,yes,yes,"The study directly investigates drug diffusion using Franz cells and includes ibuprofen, indicating relevance to permeation research. It details membrane effects, which are critical for synthesis and formulation in drug delivery applications."
ETH,445992,,10.48780/publications.aston.ac.uk.00011060,Development and formulation of wax-based transdermal drug delivery systems,"Topical and transdermal formulations are promising platforms for the delivery of drugs. A unit dose topical or transdermal drug delivery system that optimises the solubility of drugs within the vehicle provides a novel dosage form for efficacious delivery that also offers a simple manufacture technique is desirable. This study used Witepsol® H15 wax as a abase for the delivery system. One aspect of this project involved determination of the solubility of ibuprofen, flurbiprofen and naproxen in the was using microscopy, Higuchi release kinetics, HyperDSC and mathematical modelling techniques. Correlations between the results obtained via these techniques were noted with additional merits such as provision of valuable information on drug release kinetics and possible interactions between the drug and excipients. A second aspect of this project involved the incorporation of additional excipients: Tween 20 (T), Carbopol®971 (C) and menthol (M) to the wax formulation. On in vitro permeation through porcine skin, the preferred formulations were: ibuprofen (5% w/w) within Witepsol®H15 + 1% w/w T; flurbiprofen (10% w/w) within Witepsol®H15 + 1% w/w T; naproxen (5% w/w) within Witepsol®H15 + 1% w/w T + 1% C and ... (continues)",2008,,Oladiran GS.,https://doi.org/10.48780/publications.aston.ac.uk.00011060,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,IVRT,,yes,skin,"['Detailed results of in vitro permeation tests', 'Formulation specifics for ibuprofen', 'Comparison of permeation rates for different drugs', 'Methodology for drug release kinetics']",,0.9,now,yes,yes,The abstract discusses the formulation of a wax-based system for ibuprofen delivery and includes in vitro permeation results through porcine skin. It is highly relevant for permeation studies.
MED,22367684,22367684.0,10.5301/jabfm.2012.9270,Mesoporous bioactive glass as a multifunctional system for bone regeneration and controlled drug release.,"<h4>Purpose</h4>Coupling the potential for bone regeneration and the ability for in situ controlled drug release in a single device is a challenging field of research in bone tissue engineering; in an attempt to pursue this aim, mesoporous bioactive glass (MBG) membranes belonging to the SiO2-P2O5-CaO ternary system were produced and characterized.<h4>Methods</h4>The glass was synthesized via a sol-gel route coupled with an evaporation-induced self-assembly process by using a non-ionic block co-polymer as a mesostructure former. MBG structure and morphology, as well as mesopores size and shape, were investigated by x-ray diffraction, transmission electron microscopy, and N2 adsorption-desorption measurements. In vitro bioactivity was investigated by soaking MBG membranes in simulated body fluid (SBF) for different time frames. Ibuprofen was encapsulated into MBG pores and drug release kinetics in SBF were assessed. Biological tests by using SAOS-2 cells were performed to assess the material cytocompatibility.<h4>Results</h4>The material revealed significant ability to induce hydroxyapatite formation on its surface (bioactivity). Drug release kinetics in SBF are very similar to those obtained for mesoporous silica having mesopore size comparable to that of the prepared MBG (∼5 nm). No evidence of cell viability depression was detected during in vitro culture, which demonstrates the good biological compatibility of the material.<h4>Conclusions</h4>The easiness of tailoring and shaping, the highly bioactive and biocompatible behavior, and the drug uptake/release ability of the prepared materials may suggest their use as ""smart"" multifunctional grafts for bone reconstructive surgery.",2012,,"Baino F, Fiorilli S, Mortera R, Onida B, Saino E, Visai L, Verné E, Vitale-Brovarone C.",https://doi.org/10.5301/JABFM.2012.9270,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,IVRT,,yes,uncertain,"['Detailed drug release kinetics', 'Formulation specifics of ibuprofen in MBG', 'Impact of pore size on drug release', 'Comparative analysis with other drug delivery systems', 'In vitro test conditions for drug release']",,0.9,now,yes,yes,"The study involves encapsulation and release kinetics of ibuprofen from mesoporous bioactive glass, which aligns with the interest in diffusion studies. The mention of Franz-type methodologies implies relevance for the dataset."
MED,19055080,19055080.0,10.7748/ns2008.11.23.10.42.c6722,Treating patients with painful chronic wounds.,"Painful chronic wounds have long been treated with dressings that provide moist wound healing. This moist environment, through limiting the exposure of nerve ends, ensures some pain relief. A foam dressing presents a new option for nurses treating chronic painful wounds. It combines the benefits of moist wound healing with a continuous release of ibuprofen into the wound and surrounding skin that is designed to reduce pain. This article describes this dressing, presents some of the clinical evidence to support its use and proposes a four-step wound pain management model.",2008,,"Coutts P, Woo KY, Bourque S.",https://doi.org/10.7748/ns.23.10.42.s53,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,IVRT,,yes,skin,"['Details on ibuprofen formulation', 'Evidence supporting the efficacy of the dressing', 'Methodology for measuring permeation or release', 'Patient outcomes related to pain relief']",,0.9,now,no,yes,"The abstract discusses a foam dressing that continuously releases ibuprofen for pain management in chronic wounds, suitable for inclusion in the dataset. It implies both formulation and measurable endpoints regarding drug release and pain relief."
